home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
Toluca,Monarcas,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Monarcas,Toluca,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Leon,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Leon,,,1.0,1.0,1.0,1.0,1.0,1.0
Atlas,Monterrey,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Monterrey,Atlas,True,False,4.0,1.0,4.0,1.0,4.0,1.0
Puebla,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Atlas,Leon,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Cruz Azul,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Monarcas,,,1.0,1.0,1.0,0.0,1.0,1.0
Pachuca,U.N.A.M. - Pumas,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Necaxa,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
Club Queretaro,Club America,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Lobos Buap,True,False,4.0,2.0,3.0,1.0,4.0,2.0
Monarcas,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Tijuana,Necaxa,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Lobos Buap,Club Queretaro,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Club America,Pachuca,,,2.0,2.0,1.0,0.0,2.0,2.0
Tigres UANL,Santos Laguna,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Leon,Toluca,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Guadalajara Chivas,Cruz Azul,False,True,1.0,3.0,1.0,0.0,1.0,3.0
U.N.A.M. - Pumas,Atlas,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Veracruz,Monterrey,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Puebla,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Atlas,Toluca,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Cruz Azul,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Lobos Buap,True,False,3.0,1.0,3.0,0.0,3.0,1.0
Necaxa,Guadalajara Chivas,False,True,1.0,3.0,1.0,1.0,1.0,3.0
Santos Laguna,Monarcas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Monarcas,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Tijuana,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Lobos Buap,U.N.A.M. - Pumas,,,1.0,1.0,1.0,0.0,1.0,1.0
Tigres UANL,Pachuca,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Leon,Necaxa,False,True,0.0,4.0,0.0,1.0,0.0,4.0
Club America,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Guadalajara Chivas,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Toluca,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0
Veracruz,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0
Puebla,Guadalajara Chivas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Atlas,Cruz Azul,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club Queretaro,Veracruz,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monterrey,Leon,True,False,5.0,1.0,2.0,0.0,5.0,1.0
Santos Laguna,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Monarcas,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Club America,Lobos Buap,True,False,5.0,1.0,2.0,0.0,5.0,1.0
Necaxa,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Tigres UANL,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Monarcas,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Tijuana,Club Queretaro,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Lobos Buap,Atlas,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Cruz Azul,Necaxa,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Tigres UANL,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0
Leon,Puebla,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Guadalajara Chivas,Santos Laguna,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Toluca,Monterrey,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Veracruz,Pachuca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atlas,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Lobos Buap,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Monarcas,True,False,4.0,1.0,3.0,1.0,4.0,1.0
Santos Laguna,Leon,True,False,5.0,1.0,4.0,1.0,5.0,1.0
Club Queretaro,Guadalajara Chivas,,,2.0,2.0,1.0,0.0,2.0,2.0
Monterrey,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Veracruz,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Puebla,Toluca,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Pachuca,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monarcas,Lobos Buap,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Cruz Azul,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0
Tigres UANL,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Tijuana,U.N.A.M. - Pumas,True,False,4.0,1.0,2.0,1.0,4.0,1.0
Necaxa,Monterrey,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Guadalajara Chivas,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0
Toluca,Santos Laguna,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Veracruz,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0
Puebla,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Atlas,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Lobos Buap,Veracruz,True,False,5.0,0.0,1.0,0.0,5.0,0.0
Club Queretaro,Toluca,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Tigres UANL,Monarcas,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Pachuca,Leon,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club America,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
Santos Laguna,Cruz Azul,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Monarcas,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Club Tijuana,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Cruz Azul,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Puebla,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Leon,U.N.A.M. - Pumas,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Necaxa,Santos Laguna,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Guadalajara Chivas,Club America,,,1.0,1.0,1.0,1.0,1.0,1.0
Toluca,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Veracruz,Tigres UANL,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Monarcas,Veracruz,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Cruz Azul,Pachuca,True,False,5.0,0.0,3.0,0.0,5.0,0.0
Lobos Buap,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club Queretaro,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Monterrey,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Puebla,Santos Laguna,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0
Cruz Azul,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,Club Queretaro,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Leon,Lobos Buap,,,2.0,2.0,0.0,1.0,2.0,2.0
Necaxa,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0
Club America,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Veracruz,Atlas,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Monarcas,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Atlas,Santos Laguna,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Lobos Buap,Toluca,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Queretaro,Puebla,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Tigres UANL,Leon,True,False,4.0,1.0,4.0,0.0,4.0,1.0
Pachuca,Monterrey,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club America,Cruz Azul,True,False,2.0,1.0,2.0,1.0,2.0,1.0
U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,1.0,0.0,1.0,1.0
Veracruz,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Puebla,Pachuca,False,True,2.0,6.0,0.0,2.0,2.0,6.0
Club Tijuana,Atlas,,,2.0,2.0,2.0,0.0,2.0,2.0
Cruz Azul,Lobos Buap,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monterrey,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Leon,Monarcas,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Necaxa,Club America,,,1.0,1.0,0.0,0.0,1.0,1.0
Guadalajara Chivas,Veracruz,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Toluca,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Club Tijuana,Guadalajara Chivas,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Atlas,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Lobos Buap,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Cruz Azul,,,2.0,2.0,0.0,1.0,2.0,2.0
Pachuca,Santos Laguna,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Monarcas,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
U.N.A.M. - Pumas,Puebla,True,False,4.0,2.0,1.0,1.0,4.0,2.0
Veracruz,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Puebla,Club America,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Cruz Azul,Monarcas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Club Queretaro,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Lobos Buap,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Leon,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0
Necaxa,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Toluca,Veracruz,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Monarcas,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0
Club Tijuana,Toluca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Lobos Buap,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Monterrey,,,2.0,2.0,1.0,1.0,2.0,2.0
Pachuca,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Guadalajara Chivas,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0
U.N.A.M. - Pumas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Veracruz,Cruz Azul,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monarcas,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Lobos Buap,Santos Laguna,,,2.0,2.0,2.0,2.0,2.0,2.0
Club America,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Puebla,True,False,5.0,0.0,3.0,0.0,5.0,0.0
Leon,Atlas,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Guadalajara Chivas,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Necaxa,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Puebla,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0
Atlas,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club Queretaro,Lobos Buap,False,True,0.0,4.0,0.0,1.0,0.0,4.0
Cruz Azul,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
Monterrey,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Pachuca,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Necaxa,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Leon,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Santos Laguna,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Monarcas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Club Tijuana,Monterrey,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Lobos Buap,Pachuca,True,False,3.0,2.0,0.0,0.0,3.0,2.0
Tigres UANL,Club Queretaro,,,1.0,1.0,0.0,1.0,1.0,1.0
Leon,Cruz Azul,,,2.0,2.0,1.0,1.0,2.0,2.0
Guadalajara Chivas,Necaxa,,,2.0,2.0,2.0,2.0,2.0,2.0
Toluca,Atlas,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Veracruz,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Puebla,Club Tijuana,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Queretaro,Monarcas,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Cruz Azul,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Guadalajara Chivas,True,False,4.0,1.0,1.0,1.0,4.0,1.0
Pachuca,Tigres UANL,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Necaxa,Leon,False,True,0.0,3.0,0.0,0.0,0.0,3.0
U.N.A.M. - Pumas,Lobos Buap,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Veracruz,False,True,2.0,3.0,0.0,1.0,2.0,3.0
Monarcas,Pachuca,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Club Tijuana,Santos Laguna,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Lobos Buap,Club America,False,True,2.0,3.0,2.0,2.0,2.0,3.0
Cruz Azul,Atlas,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Tigres UANL,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Veracruz,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Leon,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Guadalajara Chivas,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Pachuca,Veracruz,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Atlas,Lobos Buap,,,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Club Queretaro,Club Tijuana,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Club America,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0
Puebla,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Guadalajara Chivas,,,1.0,1.0,0.0,1.0,1.0,1.0
Monterrey,Toluca,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Necaxa,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Tijuana,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Tigres UANL,Lobos Buap,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Leon,Santos Laguna,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Monarcas,Club America,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Necaxa,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Guadalajara Chivas,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Puebla,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Veracruz,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Puebla,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Lobos Buap,Monarcas,False,True,1.0,3.0,0.0,3.0,1.0,3.0
Club Queretaro,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monterrey,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Guadalajara Chivas,False,True,1.0,3.0,0.0,3.0,1.0,3.0
Club America,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Club Tijuana,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Santos Laguna,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0
Monarcas,Tigres UANL,,,3.0,3.0,1.0,2.0,3.0,3.0
Club Tijuana,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0
Cruz Azul,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Monterrey,Atlas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Leon,Pachuca,True,False,3.0,1.0,3.0,0.0,3.0,1.0
Necaxa,Puebla,,,1.0,1.0,0.0,1.0,1.0,1.0
Guadalajara Chivas,U.N.A.M. - Pumas,,,1.0,1.0,0.0,1.0,1.0,1.0
Toluca,Club Queretaro,True,False,3.0,2.0,3.0,2.0,3.0,2.0
Veracruz,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Lobos Buap,Club Tijuana,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Club Queretaro,Cruz Azul,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Tigres UANL,Veracruz,True,False,1.0,0.0,1.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Atlas,Monarcas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Santos Laguna,Necaxa,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Pachuca,Toluca,,,2.0,2.0,0.0,1.0,2.0,2.0
Puebla,Monterrey,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club America,Guadalajara Chivas,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Guadalajara Chivas,Lobos Buap,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Puebla,Atlas,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Veracruz,Monarcas,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club Tijuana,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Club America,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Toluca,U.N.A.M. - Pumas,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Necaxa,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Cruz Azul,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Monterrey,Santos Laguna,,,1.0,1.0,1.0,1.0,1.0,1.0
Monarcas,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Atlas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Lobos Buap,Leon,False,True,0.0,3.0,0.0,3.0,0.0,3.0
Club Queretaro,Monterrey,,,2.0,2.0,1.0,0.0,2.0,2.0
Pachuca,Necaxa,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Club America,False,True,1.0,2.0,0.0,2.0,1.0,2.0
U.N.A.M. - Pumas,Cruz Azul,False,True,1.0,4.0,1.0,1.0,1.0,4.0
Toluca,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Puebla,Club Queretaro,,,2.0,2.0,1.0,0.0,2.0,2.0
Club Tijuana,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Club America,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Monterrey,Pachuca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Necaxa,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara Chivas,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Santos Laguna,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monarcas,Leon,,,0.0,0.0,0.0,0.0,0.0,0.0
Atlas,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Lobos Buap,Cruz Azul,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Club Queretaro,Santos Laguna,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Tigres UANL,Toluca,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club America,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Veracruz,Guadalajara Chivas,False,True,2.0,3.0,0.0,2.0,2.0,3.0
Puebla,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Cruz Azul,Tigres UANL,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Queretaro,Atlas,,,2.0,2.0,2.0,1.0,2.0,2.0
Monterrey,Club America,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Leon,Veracruz,True,False,6.0,2.0,2.0,1.0,6.0,2.0
Necaxa,Lobos Buap,True,False,5.0,0.0,3.0,0.0,5.0,0.0
Guadalajara Chivas,Club Tijuana,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Toluca,Monarcas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Pachuca,,,2.0,2.0,1.0,2.0,2.0,2.0
Monarcas,Cruz Azul,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Club Tijuana,Leon,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Lobos Buap,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Pachuca,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club America,Puebla,,,1.0,1.0,1.0,0.0,1.0,1.0
Guadalajara Chivas,Atlas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
U.N.A.M. - Pumas,Santos Laguna,,,2.0,2.0,0.0,0.0,2.0,2.0
Tigres UANL,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Veracruz,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Atlas,Pachuca,,,1.0,1.0,1.0,0.0,1.0,1.0
Cruz Azul,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Queretaro,U.N.A.M. - Pumas,,,1.0,1.0,1.0,1.0,1.0,1.0
Monterrey,Tigres UANL,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,Monarcas,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Toluca,Club Tijuana,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Santos Laguna,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Club Tijuana,False,True,1.0,3.0,1.0,1.0,1.0,3.0
Atlas,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,U.N.A.M. - Pumas,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Pachuca,Leon,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Tigres UANL,Monarcas,True,False,4.0,2.0,3.0,0.0,4.0,2.0
Club America,Monterrey,True,False,4.0,2.0,2.0,2.0,4.0,2.0
Necaxa,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Club Queretaro,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Santos Laguna,Guadalajara Chivas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Monarcas,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Veracruz,Pachuca,,,3.0,3.0,2.0,1.0,3.0,3.0
Leon,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Cruz Azul,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Necaxa,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,FC Juarez,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Guadalajara Chivas,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Puebla,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0
Atlas,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Queretaro,Cruz Azul,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club America,Club Tijuana,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Pachuca,Monarcas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monterrey,Leon,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Necaxa,Veracruz,True,False,7.0,0.0,1.0,0.0,7.0,0.0
FC Juarez,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monarcas,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,U.N.A.M. - Pumas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Atlas,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club Queretaro,Pachuca,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Cruz Azul,FC Juarez,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Tigres UANL,Necaxa,True,False,3.0,1.0,3.0,1.0,3.0,1.0
Guadalajara Chivas,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Toluca,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Santos Laguna,Puebla,True,False,4.0,1.0,2.0,1.0,4.0,1.0
Puebla,Pachuca,False,True,0.0,4.0,0.0,2.0,0.0,4.0
Atlas,Cruz Azul,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Atletico San Luis,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Leon,Guadalajara Chivas,True,False,4.0,3.0,2.0,1.0,4.0,3.0
Club America,Monarcas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,Santos Laguna,True,False,3.0,0.0,0.0,0.0,3.0,0.0
